Podgorica,05:00,05:00
Pričelje,05:10,05:11
Spuž,05:14,05:15
Ljutotuk,05:21,05:22
Danilovgrad,05:26,05:27
Slap,05:36,05:36
Bare Šumanovića,05:39,05:40
Šobajići,05:42,05:43
Ostrog,05:47,05:48
Dabovići,05:51,05:51
Stubica,05:56,05:57
Nikšić,06:06
