Bar,08:20,08:20
Sutomore,08:32,08:40
Podgorica,09:18,09:30
Kolašin,10:45,10:46
Mojkovac,11:03,11:04
Bijelo Polje,11:29,11:55
Vrbnica,12:08,12:33
Brodarevo,12:52,12:53
Prijepolje teretna,13:19,13:29
Prijepolje,13:34,13:35
Priboj,14:36,14:37
Branešci,15:52,15:52
Užice,16:31,16:36
Požega,16:57,16:58
Kosjerić,17:27,17:27
Valjevo,18:23,18:24
Lajkovac,18:45,18:46
Lazarevac,18:52,18:53
Rakovica,19:38,19:39
Beograd,19:59,19:59
